Country,Indicator,Year,Sex,Age,Value
Global,Estimated number of annual new HIV infections,2003,Female,Age 15-19,"240,000"
Global,Estimated number of annual new HIV infections,2003,Male,Age 0-14,"240,000"
Global,Estimated number of annual new HIV infections,2003,Male,Age 0-19,"310,000"
Global,Estimated number of annual new HIV infections,2003,Male,Age 0-4,"240,000"
Global,Estimated number of annual new HIV infections,2003,Male,Age 0-9,"240,000"
Global,Estimated number of annual new HIV infections,2003,Male,Age 10-19,"75,000"
Global,Estimated number of annual new HIV infections,2003,Male,Age 15-19,"75,000"
Global,Estimated number of annual new HIV infections,2004,Both,Age 0-14,"460,000"
Global,Estimated number of annual new HIV infections,2004,Both,Age 0-19,"760,000"
Global,Estimated number of annual new HIV infections,2004,Both,Age 0-4,"460,000"
Global,Estimated number of annual new HIV infections,2004,Both,Age 0-9,"460,000"
Global,Estimated number of annual new HIV infections,2004,Both,Age 10-19,"300,000"
Global,Estimated number of annual new HIV infections,2004,Both,Age 15-19,"300,000"
Global,Estimated number of annual new HIV infections,2004,Female,Age 0-14,"230,000"
Global,Estimated number of annual new HIV infections,2004,Female,Age 0-19,"460,000"
Global,Estimated number of annual new HIV infections,2004,Female,Age 0-4,"230,000"
Global,Estimated number of annual new HIV infections,2004,Female,Age 0-9,"230,000"
Global,Estimated number of annual new HIV infections,2004,Female,Age 10-19,"230,000"
Global,Estimated number of annual new HIV infections,2004,Female,Age 15-19,"230,000"
Global,Estimated number of annual new HIV infections,2004,Male,Age 0-14,"230,000"
Global,Estimated number of annual new HIV infections,2004,Male,Age 0-19,"310,000"
Global,Estimated number of annual new HIV infections,2004,Male,Age 0-4,"230,000"
Global,Estimated number of annual new HIV infections,2004,Male,Age 0-9,"230,000"
Global,Estimated number of annual new HIV infections,2004,Male,Age 10-19,"72,000"
Global,Estimated number of annual new HIV infections,2004,Male,Age 15-19,"72,000"
Global,Estimated number of annual new HIV infections,2005,Both,Age 0-14,"440,000"
Global,Estimated number of annual new HIV infections,2005,Both,Age 0-19,"740,000"
Global,Estimated number of annual new HIV infections,2005,Both,Age 0-4,"440,000"
Global,Estimated number of annual new HIV infections,2005,Both,Age 0-9,"440,000"
Global,Estimated number of annual new HIV infections,2005,Both,Age 10-19,"300,000"
Global,Estimated number of annual new HIV infections,2005,Both,Age 15-19,"300,000"
Global,Estimated number of annual new HIV infections,2005,Female,Age 0-14,"220,000"
Global,Estimated number of annual new HIV infections,2005,Female,Age 0-19,"440,000"
Global,Estimated number of annual new HIV infections,2005,Female,Age 0-4,"220,000"
Global,Estimated number of annual new HIV infections,2005,Female,Age 0-9,"220,000"
Global,Estimated number of annual new HIV infections,2005,Female,Age 10-19,"230,000"
Global,Estimated number of annual new HIV infections,2005,Female,Age 15-19,"230,000"
Global,Estimated number of annual new HIV infections,2005,Male,Age 0-14,"230,000"
Global,Estimated number of annual new HIV infections,2005,Male,Age 0-19,"300,000"
Global,Estimated number of annual new HIV infections,2005,Male,Age 0-4,"230,000"
Global,Estimated number of annual new HIV infections,2005,Male,Age 0-9,"230,000"
Global,Estimated number of annual new HIV infections,2005,Male,Age 10-19,"70,000"
Global,Estimated number of annual new HIV infections,2005,Male,Age 15-19,"70,000"
Global,Estimated number of annual new HIV infections,2006,Both,Age 0-14,"430,000"
Global,Estimated number of annual new HIV infections,2006,Both,Age 0-19,"720,000"
Global,Estimated number of annual new HIV infections,2006,Both,Age 0-4,"430,000"
Global,Estimated number of annual new HIV infections,2006,Both,Age 0-9,"430,000"
Global,Estimated number of annual new HIV infections,2006,Both,Age 10-19,"290,000"
Global,Estimated number of annual new HIV infections,2006,Both,Age 15-19,"290,000"
Global,Estimated number of annual new HIV infections,2006,Female,Age 0-14,"210,000"
Global,Estimated number of annual new HIV infections,2006,Female,Age 0-19,"430,000"
Global,Estimated number of annual new HIV infections,2006,Female,Age 0-4,"210,000"
Global,Estimated number of annual new HIV infections,2006,Female,Age 0-9,"210,000"
Global,Estimated number of annual new HIV infections,2006,Female,Age 10-19,"220,000"
Global,Estimated number of annual new HIV infections,2006,Female,Age 15-19,"220,000"
Global,Estimated number of annual new HIV infections,2006,Male,Age 0-14,"220,000"
Global,Estimated number of annual new HIV infections,2006,Male,Age 0-19,"290,000"
Global,Estimated number of annual new HIV infections,2006,Male,Age 0-4,"220,000"
Global,Estimated number of annual new HIV infections,2006,Male,Age 0-9,"220,000"
Global,Estimated number of annual new HIV infections,2006,Male,Age 10-19,"68,000"
Global,Estimated number of annual new HIV infections,2006,Male,Age 15-19,"68,000"
Global,Estimated number of annual new HIV infections,2007,Both,Age 0-14,"410,000"
Global,Estimated number of annual new HIV infections,2007,Both,Age 0-19,"690,000"
Global,Estimated number of annual new HIV infections,2007,Both,Age 0-4,"410,000"
Global,Estimated number of annual new HIV infections,2007,Both,Age 0-9,"410,000"
Global,Estimated number of annual new HIV infections,2007,Both,Age 10-19,"280,000"
Global,Estimated number of annual new HIV infections,2007,Both,Age 15-19,"280,000"
Global,Estimated number of annual new HIV infections,2007,Female,Age 0-14,"200,000"
Global,Estimated number of annual new HIV infections,2007,Female,Age 0-19,"410,000"
Global,Estimated number of annual new HIV infections,2007,Female,Age 0-4,"200,000"
Global,Estimated number of annual new HIV infections,2007,Female,Age 0-9,"200,000"
Global,Estimated number of annual new HIV infections,2007,Female,Age 10-19,"220,000"
Global,Estimated number of annual new HIV infections,2007,Female,Age 15-19,"220,000"
Global,Estimated number of annual new HIV infections,2007,Male,Age 0-14,"210,000"
Global,Estimated number of annual new HIV infections,2007,Male,Age 0-19,"270,000"
Global,Estimated number of annual new HIV infections,2007,Male,Age 0-4,"210,000"
Global,Estimated number of annual new HIV infections,2007,Male,Age 0-9,"210,000"
Global,Estimated number of annual new HIV infections,2007,Male,Age 10-19,"66,000"
Global,Estimated number of annual new HIV infections,2007,Male,Age 15-19,"66,000"
Global,Estimated number of annual new HIV infections,2008,Both,Age 0-14,"370,000"
Global,Estimated number of annual new HIV infections,2008,Both,Age 0-19,"650,000"
Global,Estimated number of annual new HIV infections,2008,Both,Age 0-4,"370,000"
Global,Estimated number of annual new HIV infections,2008,Both,Age 0-9,"370,000"
Global,Estimated number of annual new HIV infections,2008,Both,Age 10-19,"270,000"
Global,Estimated number of annual new HIV infections,2008,Both,Age 15-19,"270,000"
Global,Estimated number of annual new HIV infections,2008,Female,Age 0-14,"180,000"
Global,Estimated number of annual new HIV infections,2008,Female,Age 0-19,"390,000"
Global,Estimated number of annual new HIV infections,2008,Female,Age 0-4,"180,000"
Global,Estimated number of annual new HIV infections,2008,Female,Age 0-9,"180,000"
Global,Estimated number of annual new HIV infections,2008,Female,Age 10-19,"210,000"
Global,Estimated number of annual new HIV infections,2008,Female,Age 15-19,"210,000"
Global,Estimated number of annual new HIV infections,2008,Male,Age 0-14,"190,000"
Global,Estimated number of annual new HIV infections,2008,Male,Age 0-19,"250,000"
Global,Estimated number of annual new HIV infections,2008,Male,Age 0-4,"190,000"
Global,Estimated number of annual new HIV infections,2008,Male,Age 0-9,"190,000"
Global,Estimated number of annual new HIV infections,2008,Male,Age 10-19,"64,000"
Global,Estimated number of annual new HIV infections,2008,Male,Age 15-19,"64,000"
Global,Estimated number of annual new HIV infections,2009,Both,Age 0-14,"340,000"
Global,Estimated number of annual new HIV infections,2009,Both,Age 0-19,"610,000"
Global,Estimated number of annual new HIV infections,2009,Both,Age 0-4,"340,000"
Global,Estimated number of annual new HIV infections,2009,Both,Age 0-9,"340,000"
Global,Estimated number of annual new HIV infections,2009,Both,Age 10-19,"270,000"
Global,Estimated number of annual new HIV infections,2009,Both,Age 15-19,"270,000"
Global,Estimated number of annual new HIV infections,2009,Female,Age 0-14,"170,000"
Global,Estimated number of annual new HIV infections,2009,Female,Age 0-19,"370,000"
Global,Estimated number of annual new HIV infections,2009,Female,Age 0-4,"170,000"
Global,Estimated number of annual new HIV infections,2009,Female,Age 0-9,"170,000"
Global,Estimated number of annual new HIV infections,2009,Female,Age 10-19,"200,000"
Global,Estimated number of annual new HIV infections,2009,Female,Age 15-19,"200,000"
Global,Estimated number of annual new HIV infections,2009,Male,Age 0-14,"170,000"
Global,Estimated number of annual new HIV infections,2009,Male,Age 0-19,"240,000"
Global,Estimated number of annual new HIV infections,2009,Male,Age 0-4,"170,000"
Global,Estimated number of annual new HIV infections,2009,Male,Age 0-9,"170,000"
Global,Estimated number of annual new HIV infections,2009,Male,Age 10-19,"62,000"
Global,Estimated number of annual new HIV infections,2009,Male,Age 15-19,"62,000"
Global,Estimated number of annual new HIV infections,2010,Both,Age 0-14,"310,000"
Global,Estimated number of annual new HIV infections,2010,Both,Age 0-19,"570,000"
Global,Estimated number of annual new HIV infections,2010,Both,Age 0-4,"310,000"
Global,Estimated number of annual new HIV infections,2010,Both,Age 0-9,"310,000"
Global,Estimated number of annual new HIV infections,2010,Both,Age 10-19,"260,000"
Global,Estimated number of annual new HIV infections,2010,Both,Age 15-19,"260,000"
Global,Estimated number of annual new HIV infections,2010,Female,Age 0-14,"150,000"
Global,Estimated number of annual new HIV infections,2010,Female,Age 0-19,"350,000"
Global,Estimated number of annual new HIV infections,2010,Female,Age 0-4,"150,000"
Global,Estimated number of annual new HIV infections,2010,Female,Age 0-9,"150,000"
Global,Estimated number of annual new HIV infections,2010,Female,Age 10-19,"200,000"
Global,Estimated number of annual new HIV infections,2010,Female,Age 15-19,"200,000"
Global,Estimated number of annual new HIV infections,2010,Male,Age 0-14,"160,000"
Global,Estimated number of annual new HIV infections,2010,Male,Age 0-19,"220,000"
Global,Estimated number of annual new HIV infections,2010,Male,Age 0-4,"160,000"
Global,Estimated number of annual new HIV infections,2010,Male,Age 0-9,"160,000"
Global,Estimated number of annual new HIV infections,2010,Male,Age 10-19,"61,000"
Global,Estimated number of annual new HIV infections,2010,Male,Age 15-19,"61,000"
Global,Estimated number of annual new HIV infections,2011,Both,Age 0-14,"270,000"
Global,Estimated number of annual new HIV infections,2011,Both,Age 0-19,"520,000"
Global,Estimated number of annual new HIV infections,2011,Both,Age 0-4,"270,000"
Global,Estimated number of annual new HIV infections,2011,Both,Age 0-9,"270,000"
Global,Estimated number of annual new HIV infections,2011,Both,Age 10-19,"250,000"
Global,Estimated number of annual new HIV infections,2011,Both,Age 15-19,"250,000"
Global,Estimated number of annual new HIV infections,2011,Female,Age 0-14,"130,000"
Global,Estimated number of annual new HIV infections,2011,Female,Age 0-19,"330,000"
Global,Estimated number of annual new HIV infections,2011,Female,Age 0-4,"130,000"
Global,Estimated number of annual new HIV infections,2011,Female,Age 0-9,"130,000"
Global,Estimated number of annual new HIV infections,2011,Female,Age 10-19,"190,000"
Global,Estimated number of annual new HIV infections,2011,Female,Age 15-19,"190,000"
Global,Estimated number of annual new HIV infections,2011,Male,Age 0-14,"140,000"
Global,Estimated number of annual new HIV infections,2011,Male,Age 0-19,"200,000"
Global,Estimated number of annual new HIV infections,2011,Male,Age 0-4,"140,000"
Global,Estimated number of annual new HIV infections,2011,Male,Age 0-9,"140,000"
Global,Estimated number of annual new HIV infections,2011,Male,Age 10-19,"59,000"
Global,Estimated number of annual new HIV infections,2011,Male,Age 15-19,"59,000"
Global,Estimated number of annual new HIV infections,2012,Both,Age 0-14,"240,000"
Global,Estimated number of annual new HIV infections,2012,Both,Age 0-19,"480,000"
Global,Estimated number of annual new HIV infections,2012,Both,Age 0-4,"240,000"
Global,Estimated number of annual new HIV infections,2012,Both,Age 0-9,"240,000"
Global,Estimated number of annual new HIV infections,2012,Both,Age 10-19,"240,000"
Global,Estimated number of annual new HIV infections,2012,Both,Age 15-19,"240,000"
Global,Estimated number of annual new HIV infections,2012,Female,Age 0-14,"120,000"
Global,Estimated number of annual new HIV infections,2012,Female,Age 0-19,"300,000"
Global,Estimated number of annual new HIV infections,2012,Female,Age 0-4,"120,000"
Global,Estimated number of annual new HIV infections,2012,Female,Age 0-9,"120,000"
Global,Estimated number of annual new HIV infections,2012,Female,Age 10-19,"180,000"
Global,Estimated number of annual new HIV infections,2012,Female,Age 15-19,"180,000"
Global,Estimated number of annual new HIV infections,2012,Male,Age 0-14,"120,000"
Global,Estimated number of annual new HIV infections,2012,Male,Age 0-19,"180,000"
Global,Estimated number of annual new HIV infections,2012,Male,Age 0-4,"120,000"
Global,Estimated number of annual new HIV infections,2012,Male,Age 0-9,"120,000"
Global,Estimated number of annual new HIV infections,2012,Male,Age 10-19,"57,000"
Global,Estimated number of annual new HIV infections,2012,Male,Age 15-19,"57,000"
Global,Estimated number of annual new HIV infections,2013,Both,Age 0-14,"220,000"
Global,Estimated number of annual new HIV infections,2013,Both,Age 0-19,"450,000"
Global,Estimated number of annual new HIV infections,2013,Both,Age 0-4,"220,000"
Global,Estimated number of annual new HIV infections,2013,Both,Age 0-9,"220,000"
Global,Estimated number of annual new HIV infections,2013,Both,Age 10-19,"230,000"
Global,Estimated number of annual new HIV infections,2013,Both,Age 15-19,"230,000"
Global,Estimated number of annual new HIV infections,2013,Female,Age 0-14,"110,000"
Global,Estimated number of annual new HIV infections,2013,Female,Age 0-19,"280,000"
Global,Estimated number of annual new HIV infections,2013,Female,Age 0-4,"110,000"
Global,Estimated number of annual new HIV infections,2013,Female,Age 0-9,"110,000"
Global,Estimated number of annual new HIV infections,2013,Female,Age 10-19,"170,000"
Global,Estimated number of annual new HIV infections,2013,Female,Age 15-19,"170,000"
Global,Estimated number of annual new HIV infections,2013,Male,Age 0-14,"110,000"
Global,Estimated number of annual new HIV infections,2013,Male,Age 0-19,"170,000"
Global,Estimated number of annual new HIV infections,2013,Male,Age 0-4,"110,000"
Global,Estimated number of annual new HIV infections,2013,Male,Age 0-9,"110,000"
Global,Estimated number of annual new HIV infections,2013,Male,Age 10-19,"55,000"
Global,Estimated number of annual new HIV infections,2013,Male,Age 15-19,"55,000"
Global,Estimated number of annual new HIV infections,2014,Both,Age 0-14,"200,000"
Global,Estimated number of annual new HIV infections,2014,Both,Age 0-19,"420,000"
Global,Estimated number of annual new HIV infections,2014,Both,Age 0-4,"200,000"
Global,Estimated number of annual new HIV infections,2014,Both,Age 0-9,"200,000"
Global,Estimated number of annual new HIV infections,2014,Both,Age 10-19,"220,000"
Global,Estimated number of annual new HIV infections,2014,Both,Age 15-19,"220,000"
Global,Estimated number of annual new HIV infections,2014,Female,Age 0-14,"100,000"
Global,Estimated number of annual new HIV infections,2014,Female,Age 0-19,"270,000"
Global,Estimated number of annual new HIV infections,2014,Female,Age 0-4,"100,000"
Global,Estimated number of annual new HIV infections,2014,Female,Age 0-9,"100,000"
Global,Estimated number of annual new HIV infections,2014,Female,Age 10-19,"170,000"
Global,Estimated number of annual new HIV infections,2014,Female,Age 15-19,"170,000"
Global,Estimated number of annual new HIV infections,2014,Male,Age 0-14,"100,000"
Global,Estimated number of annual new HIV infections,2014,Male,Age 0-19,"160,000"
Global,Estimated number of annual new HIV infections,2014,Male,Age 0-4,"100,000"
Global,Estimated number of annual new HIV infections,2014,Male,Age 0-9,"100,000"
Global,Estimated number of annual new HIV infections,2014,Male,Age 10-19,"53,000"
Global,Estimated number of annual new HIV infections,2014,Male,Age 15-19,"53,000"
Global,Estimated number of annual new HIV infections,2015,Both,Age 0-14,"190,000"
Global,Estimated number of annual new HIV infections,2015,Both,Age 0-19,"400,000"
Global,Estimated number of annual new HIV infections,2015,Both,Age 0-4,"190,000"
Global,Estimated number of annual new HIV infections,2015,Both,Age 0-9,"190,000"
Global,Estimated number of annual new HIV infections,2015,Both,Age 10-19,"210,000"
Global,Estimated number of annual new HIV infections,2015,Both,Age 15-19,"210,000"
Global,Estimated number of annual new HIV infections,2015,Female,Age 0-14,"91,000"
Global,Estimated number of annual new HIV infections,2015,Female,Age 0-19,"250,000"
Global,Estimated number of annual new HIV infections,2015,Female,Age 0-4,"91,000"
Global,Estimated number of annual new HIV infections,2015,Female,Age 0-9,"91,000"
Global,Estimated number of annual new HIV infections,2015,Female,Age 10-19,"160,000"
Global,Estimated number of annual new HIV infections,2015,Female,Age 15-19,"160,000"
Global,Estimated number of annual new HIV infections,2015,Male,Age 0-14,"95,000"
Global,Estimated number of annual new HIV infections,2015,Male,Age 0-19,"150,000"
Global,Estimated number of annual new HIV infections,2015,Male,Age 0-4,"95,000"
Global,Estimated number of annual new HIV infections,2015,Male,Age 0-9,"95,000"
Global,Estimated number of annual new HIV infections,2015,Male,Age 10-19,"51,000"
Global,Estimated number of annual new HIV infections,2015,Male,Age 15-19,"51,000"
Global,Estimated number of annual new HIV infections,2016,Both,Age 0-14,"180,000"
Global,Estimated number of annual new HIV infections,2016,Both,Age 0-19,"380,000"
Global,Estimated number of annual new HIV infections,2016,Both,Age 0-4,"180,000"
Global,Estimated number of annual new HIV infections,2016,Both,Age 0-9,"180,000"
Global,Estimated number of annual new HIV infections,2016,Both,Age 10-19,"200,000"
Global,Estimated number of annual new HIV infections,2016,Both,Age 15-19,"200,000"
Global,Estimated number of annual new HIV infections,2016,Female,Age 0-14,"86,000"
Global,Estimated number of annual new HIV infections,2016,Female,Age 0-19,"240,000"
Global,Estimated number of annual new HIV infections,2016,Female,Age 0-4,"86,000"
Global,Estimated number of annual new HIV infections,2016,Female,Age 0-9,"86,000"
Global,Estimated number of annual new HIV infections,2016,Female,Age 10-19,"150,000"
Global,Estimated number of annual new HIV infections,2016,Female,Age 15-19,"150,000"
Global,Estimated number of annual new HIV infections,2016,Male,Age 0-14,"90,000"
Global,Estimated number of annual new HIV infections,2016,Male,Age 0-19,"140,000"
Global,Estimated number of annual new HIV infections,2016,Male,Age 0-4,"90,000"
Global,Estimated number of annual new HIV infections,2016,Male,Age 0-9,"90,000"
Global,Estimated number of annual new HIV infections,2016,Male,Age 10-19,"49,000"
Global,Estimated number of annual new HIV infections,2016,Male,Age 15-19,"49,000"
Global,Estimated number of annual new HIV infections,2017,Both,Age 0-14,"170,000"
Global,Estimated number of annual new HIV infections,2017,Both,Age 0-19,"360,000"
Global,Estimated number of annual new HIV infections,2017,Both,Age 0-4,"170,000"
Global,Estimated number of annual new HIV infections,2017,Both,Age 0-9,"170,000"
Global,Estimated number of annual new HIV infections,2017,Both,Age 10-19,"190,000"
Global,Estimated number of annual new HIV infections,2017,Both,Age 15-19,"190,000"
Global,Estimated number of annual new HIV infections,2017,Female,Age 0-14,"83,000"
Global,Estimated number of annual new HIV infections,2017,Female,Age 0-19,"230,000"
Global,Estimated number of annual new HIV infections,2017,Female,Age 0-4,"83,000"
Global,Estimated number of annual new HIV infections,2017,Female,Age 0-9,"83,000"
Global,Estimated number of annual new HIV infections,2017,Female,Age 10-19,"140,000"
Global,Estimated number of annual new HIV infections,2017,Female,Age 15-19,"140,000"
Global,Estimated number of annual new HIV infections,2017,Male,Age 0-14,"86,000"
Global,Estimated number of annual new HIV infections,2017,Male,Age 0-19,"130,000"
Global,Estimated number of annual new HIV infections,2017,Male,Age 0-4,"86,000"
Global,Estimated number of annual new HIV infections,2017,Male,Age 0-9,"86,000"
Global,Estimated number of annual new HIV infections,2017,Male,Age 10-19,"47,000"
Global,Estimated number of annual new HIV infections,2017,Male,Age 15-19,"47,000"
Global,Estimated number of annual new HIV infections,2018,Both,Age 0-14,"160,000"
Global,Estimated number of annual new HIV infections,2018,Both,Age 0-19,"340,000"
Global,Estimated number of annual new HIV infections,2018,Both,Age 0-4,"160,000"
Global,Estimated number of annual new HIV infections,2018,Both,Age 0-9,"160,000"
Global,Estimated number of annual new HIV infections,2018,Both,Age 10-19,"180,000"
Global,Estimated number of annual new HIV infections,2018,Both,Age 15-19,"180,000"
Global,Estimated number of annual new HIV infections,2018,Female,Age 0-14,"77,000"
Global,Estimated number of annual new HIV infections,2018,Female,Age 0-19,"210,000"
Global,Estimated number of annual new HIV infections,2018,Female,Age 0-4,"77,000"
Global,Estimated number of annual new HIV infections,2018,Female,Age 0-9,"77,000"
Global,Estimated number of annual new HIV infections,2018,Female,Age 10-19,"130,000"
Global,Estimated number of annual new HIV infections,2018,Female,Age 15-19,"130,000"
Global,Estimated number of annual new HIV infections,2018,Male,Age 0-14,"80,000"
Global,Estimated number of annual new HIV infections,2018,Male,Age 0-19,"130,000"
Global,Estimated number of annual new HIV infections,2018,Male,Age 0-4,"80,000"
Global,Estimated number of annual new HIV infections,2018,Male,Age 0-9,"80,000"
Global,Estimated number of annual new HIV infections,2018,Male,Age 10-19,"45,000"
Global,Estimated number of annual new HIV infections,2018,Male,Age 15-19,"45,000"
Global,Estimated number of annual new HIV infections,2019,Both,Age 0-14,"150,000"
Global,Estimated number of annual new HIV infections,2019,Both,Age 0-19,"320,000"
Global,Estimated number of annual new HIV infections,2019,Both,Age 0-4,"150,000"
Global,Estimated number of annual new HIV infections,2019,Both,Age 0-9,"150,000"
Global,Estimated number of annual new HIV infections,2019,Both,Age 10-19,"170,000"
Global,Estimated number of annual new HIV infections,2019,Both,Age 15-19,"170,000"
Global,Estimated number of annual new HIV infections,2019,Female,Age 0-14,"73,000"
Global,Estimated number of annual new HIV infections,2019,Female,Age 0-19,"200,000"
Global,Estimated number of annual new HIV infections,2019,Female,Age 0-4,"73,000"
Global,Estimated number of annual new HIV infections,2019,Female,Age 0-9,"73,000"
Global,Estimated number of annual new HIV infections,2019,Female,Age 10-19,"130,000"
Global,Estimated number of annual new HIV infections,2019,Female,Age 15-19,"130,000"
Global,Estimated number of annual new HIV infections,2019,Male,Age 0-14,"76,000"
Global,Estimated number of annual new HIV infections,2019,Male,Age 0-19,"120,000"
Global,Estimated number of annual new HIV infections,2019,Male,Age 0-4,"76,000"
Global,Estimated number of annual new HIV infections,2019,Male,Age 0-9,"76,000"
Global,Estimated number of annual new HIV infections,2019,Male,Age 10-19,"44,000"
Global,Estimated number of annual new HIV infections,2019,Male,Age 15-19,"44,000"
Global,Estimated number of people living with HIV,1990,Both,Age 0-14,"460,000"
Global,Estimated number of people living with HIV,1990,Both,Age 0-19,"970,000"
Global,Estimated number of people living with HIV,1990,Both,Age 0-4,"400,000"
Global,Estimated number of people living with HIV,1990,Both,Age 0-9,"460,000"
Global,Estimated number of people living with HIV,1990,Both,Age 10-14,"4,700"
Global,Estimated number of people living with HIV,1990,Both,Age 10-19,"510,000"
Global,Estimated number of people living with HIV,1990,Both,Age 15-19,"510,000"
Global,Estimated number of people living with HIV,1990,Both,Age 5-9,"59,000"
Global,Estimated number of people living with HIV,1990,Female,Age 0-14,"230,000"
Global,Estimated number of people living with HIV,1990,Female,Age 0-19,"600,000"
Global,Estimated number of people living with HIV,1990,Female,Age 0-4,"200,000"
Global,Estimated number of people living with HIV,1990,Female,Age 0-9,"220,000"
Global,Estimated number of people living with HIV,1990,Female,Age 10-14,"2,300"
Global,Estimated number of people living with HIV,1990,Female,Age 10-19,"380,000"
Global,Estimated number of people living with HIV,1990,Female,Age 15-19,"380,000"
Global,Estimated number of people living with HIV,1990,Female,Age 5-9,"29,000"
Global,Estimated number of people living with HIV,1990,Male,Age 0-14,"230,000"
Global,Estimated number of people living with HIV,1990,Male,Age 0-19,"360,000"
Global,Estimated number of people living with HIV,1990,Male,Age 0-4,"200,000"
Global,Estimated number of people living with HIV,1990,Male,Age 0-9,"230,000"
Global,Estimated number of people living with HIV,1990,Male,Age 10-14,"2,400"
Global,Estimated number of people living with HIV,1990,Male,Age 10-19,"130,000"
Global,Estimated number of people living with HIV,1990,Male,Age 15-19,"130,000"
Global,Estimated number of people living with HIV,1990,Male,Age 5-9,"30,000"
Global,Estimated number of people living with HIV,1991,Both,Age 0-14,"580,000"
Global,Estimated number of people living with HIV,1991,Both,Age 0-19,"1,190,000"
Global,Estimated number of people living with HIV,1991,Both,Age 0-4,"490,000"
Global,Estimated number of people living with HIV,1991,Both,Age 0-9,"570,000"
Global,Estimated number of people living with HIV,1991,Both,Age 10-14,"7,600"
Global,Estimated number of people living with HIV,1991,Both,Age 10-19,"620,000"
Global,Estimated number of people living with HIV,1991,Both,Age 15-19,"610,000"
Global,Estimated number of people living with HIV,1991,Both,Age 5-9,"86,000"
Global,Estimated number of people living with HIV,1991,Female,Age 0-14,"290,000"
Global,Estimated number of people living with HIV,1991,Female,Age 0-19,"740,000"
Global,Estimated number of people living with HIV,1991,Female,Age 0-4,"240,000"
Global,Estimated number of people living with HIV,1991,Female,Age 0-9,"280,000"
Global,Estimated number of people living with HIV,1991,Female,Age 10-14,"3,800"
Global,Estimated number of people living with HIV,1991,Female,Age 10-19,"460,000"
Global,Estimated number of people living with HIV,1991,Female,Age 15-19,"450,000"
Global,Estimated number of people living with HIV,1991,Female,Age 5-9,"43,000"
Global,Estimated number of people living with HIV,1991,Male,Age 0-14,"290,000"
Global,Estimated number of people living with HIV,1991,Male,Age 0-19,"450,000"
Global,Estimated number of people living with HIV,1991,Male,Age 0-4,"250,000"
Global,Estimated number of people living with HIV,1991,Male,Age 0-9,"290,000"
Global,Estimated number of people living with HIV,1991,Male,Age 10-14,"3,800"
Global,Estimated number of people living with HIV,1991,Male,Age 10-19,"160,000"
Global,Estimated number of people living with HIV,1991,Male,Age 15-19,"160,000"
Global,Estimated number of people living with HIV,1991,Male,Age 5-9,"43,000"
Global,Estimated number of people living with HIV,1992,Both,Age 0-14,"710,000"
Global,Estimated number of people living with HIV,1992,Both,Age 0-19,"1,420,000"
Global,Estimated number of people living with HIV,1992,Both,Age 0-4,"580,000"
Global,Estimated number of people living with HIV,1992,Both,Age 0-9,"700,000"
Global,Estimated number of people living with HIV,1992,Both,Age 10-14,"12,000"
Global,Estimated number of people living with HIV,1992,Both,Age 10-19,"720,000"
Global,Estimated number of people living with HIV,1992,Both,Age 15-19,"710,000"
Global,Estimated number of people living with HIV,1992,Both,Age 5-9,"120,000"
Global,Estimated number of people living with HIV,1992,Female,Age 0-14,"350,000"
Global,Estimated number of people living with HIV,1992,Female,Age 0-19,"880,000"
Global,Estimated number of people living with HIV,1992,Female,Age 0-4,"290,000"
Global,Estimated number of people living with HIV,1992,Female,Age 0-9,"350,000"
Global,Estimated number of people living with HIV,1992,Female,Age 10-14,"6,100"
Global,Estimated number of people living with HIV,1992,Female,Age 10-19,"530,000"
Global,Estimated number of people living with HIV,1992,Female,Age 15-19,"530,000"
Global,Estimated number of people living with HIV,1992,Female,Age 5-9,"59,000"
Global,Estimated number of people living with HIV,1992,Male,Age 0-14,"360,000"
Global,Estimated number of people living with HIV,1992,Male,Age 0-19,"540,000"
Global,Estimated number of people living with HIV,1992,Male,Age 0-4,"290,000"
Global,Estimated number of people living with HIV,1992,Male,Age 0-9,"360,000"
Global,Estimated number of people living with HIV,1992,Male,Age 10-14,"6,200"
Global,Estimated number of people living with HIV,1992,Male,Age 10-19,"190,000"
Global,Estimated number of people living with HIV,1992,Male,Age 15-19,"180,000"
Global,Estimated number of people living with HIV,1992,Male,Age 5-9,"60,000"
Global,Estimated number of people living with HIV,1993,Both,Age 0-14,"860,000"
Global,Estimated number of people living with HIV,1993,Both,Age 0-19,"1,650,000"
Global,Estimated number of people living with HIV,1993,Both,Age 0-4,"680,000"
Global,Estimated number of people living with HIV,1993,Both,Age 0-9,"840,000"
Global,Estimated number of people living with HIV,1993,Both,Age 10-14,"20,000"
Global,Estimated number of people living with HIV,1993,Both,Age 10-19,"810,000"
Global,Estimated number of people living with HIV,1993,Both,Age 15-19,"790,000"
Global,Estimated number of people living with HIV,1993,Both,Age 5-9,"160,000"
Global,Estimated number of people living with HIV,1993,Female,Age 0-14,"420,000"
Global,Estimated number of people living with HIV,1993,Female,Age 0-19,"1,020,000"
Global,Estimated number of people living with HIV,1993,Female,Age 0-4,"330,000"
Global,Estimated number of people living with HIV,1993,Female,Age 0-9,"410,000"
Global,Estimated number of people living with HIV,1993,Female,Age 10-14,"9,700"
Global,Estimated number of people living with HIV,1993,Female,Age 10-19,"600,000"
Global,Estimated number of people living with HIV,1993,Female,Age 15-19,"590,000"
